user,item,Time
10424,10210,"01 4, 2014"
12253,12944,"08 24, 2017"
5785,1959,"02 17, 2015"
6351,1945,"09 7, 2016"
7528,3182,"04 25, 2013"
5208,5313,"06 20, 2014"
12279,6191,"04 19, 2011"
9515,11431,"11 3, 2016"
8038,12002,"03 15, 2015"
6482,8825,"01 5, 2017"
12716,12531,"09 7, 2016"
1887,150,"02 15, 2015"
6692,10630,"10 28, 2015"
132,13902,"08 1, 2015"
6283,1953,"03 11, 2012"
13771,9334,"04 29, 2015"
12252,7736,"11 28, 2017"
1191,15057,"01 15, 2013"
8343,9269,"08 6, 2015"
14241,13898,"06 15, 2016"
14625,9462,"12 29, 2011"
581,1258,"07 29, 2012"
346,1318,"08 14, 2015"
3125,523,"06 18, 2012"
831,10024,"12 22, 2012"
492,194,"05 17, 2001"
2585,9873,"10 16, 2013"
7629,10062,"08 9, 2013"
310,3699,"11 6, 2005"
4310,8277,"06 16, 2016"
5304,432,"01 26, 2015"
15048,12798,"04 18, 2017"
13353,13880,"12 1, 2014"
12810,9431,"02 4, 2017"
12724,10600,"05 20, 2014"
736,1215,"12 25, 2010"
7984,7076,"07 31, 2016"
7594,10407,"01 25, 2013"
8242,4242,"07 14, 2013"
663,5466,"08 5, 2001"
1571,804,"05 12, 2014"
3410,3251,"07 25, 2014"
12927,7625,"06 17, 2014"
1851,2685,"08 25, 2017"
2855,9257,"05 18, 2015"
11280,9510,"10 27, 2014"
5175,3767,"10 3, 2017"
3804,262,"10 14, 2014"
7334,9691,"12 6, 2012"
8773,6660,"11 11, 2015"
2499,11434,"04 22, 2018"
14136,7730,"06 24, 2015"
8563,12659,"09 23, 2016"
3641,4997,"01 11, 2015"
11806,7704,"06 2, 2014"
14012,13904,"01 1, 2016"
980,134,"07 10, 2008"
10852,3998,"08 7, 2012"
8288,10079,"04 16, 2015"
14826,8089,"11 11, 2015"
9885,13895,"05 13, 2017"
5601,2693,"06 25, 2016"
11603,3020,"11 11, 2017"
8356,5210,"09 10, 2017"
2627,6559,"01 7, 2017"
2623,9603,"03 27, 2014"
14019,14551,"05 7, 2018"
12256,8317,"04 3, 2015"
8787,7806,"06 3, 2017"
349,3884,"04 2, 2002"
9971,9359,"12 10, 2013"
10125,5677,"02 21, 2018"
7878,3582,"10 30, 2013"
11155,5123,"10 17, 2014"
3672,1014,"09 15, 2017"
2737,4832,"03 28, 2012"
8493,8543,"07 18, 2017"
13080,12678,"10 1, 2016"
4312,4960,"08 1, 2015"
9610,13032,"07 25, 2017"
11708,4431,"06 9, 2013"
12866,3742,"02 28, 2016"
13390,14956,"05 22, 2018"
4878,4625,"02 4, 2018"
3725,1200,"12 16, 2016"
13762,10139,"10 20, 2013"
6174,10915,"12 2, 2013"
5433,6844,"01 14, 2018"
1831,1555,"07 15, 2017"
3683,3065,"11 1, 2013"
2795,3437,"06 30, 2015"
3683,217,"09 3, 2015"
14805,13530,"07 31, 2017"
509,7503,"06 25, 2017"
6298,655,"11 1, 2016"
4581,12604,"12 17, 2017"
3114,4953,"11 4, 2014"
13245,11710,"10 19, 2014"
8532,3440,"02 20, 2015"
1484,1774,"04 16, 2012"
10617,6994,"10 20, 2012"
12875,13395,"05 15, 2014"
30,592,"03 7, 2011"
3680,10398,"04 27, 2018"
2543,14360,"06 26, 2017"
12299,11909,"01 31, 2015"
12157,4491,"12 23, 2014"
4642,3209,"08 1, 2016"
8409,5954,"07 28, 2014"
11263,7515,"02 3, 2014"
10615,7211,"05 24, 2015"
7866,1062,"01 24, 2017"
7639,9951,"06 11, 2014"
941,52,"05 26, 2014"
14691,14308,"11 7, 2016"
10622,6388,"08 31, 2011"
9218,15239,"07 27, 2015"
401,7816,"05 6, 2015"
8084,9861,"05 4, 2015"
11619,11467,"06 23, 2013"
9287,4296,"12 3, 2012"
2321,8528,"04 8, 2016"
3558,7132,"03 11, 2015"
8373,10443,"07 12, 2017"
12875,13388,"07 20, 2015"
2992,9068,"04 3, 2014"
14119,8454,"10 2, 2013"
12029,15151,"12 20, 2015"
3101,4108,"05 19, 2015"
9334,1330,"01 31, 2016"
14241,12026,"07 24, 2015"
7964,3432,"09 2, 2015"
2374,886,"01 3, 2015"
9967,5412,"09 14, 2014"
12818,10739,"04 14, 2014"
1593,2044,"08 21, 2016"
2402,12232,"05 2, 2016"
7157,9844,"04 19, 2016"
2405,4637,"08 26, 2014"
10696,8664,"01 3, 2013"
14241,14364,"03 1, 2018"
3962,11307,"04 29, 2017"
7266,10365,"05 30, 2015"
10374,7271,"11 24, 2015"
560,6173,"12 18, 2006"
9421,3104,"01 5, 2015"
13320,4473,"03 14, 2014"
11336,4528,"12 19, 2014"
7803,7784,"09 22, 2016"
5022,4919,"05 5, 2016"
11211,2958,"06 19, 2016"
10686,15219,"09 14, 2015"
1622,5476,"11 30, 2017"
1659,9682,"11 19, 2014"
4316,9317,"08 17, 2015"
14940,7957,"05 17, 2013"
3381,14259,"11 8, 2017"
9231,7128,"07 1, 2017"
2954,1517,"08 6, 2013"
9565,12761,"07 31, 2017"
1557,9433,"10 19, 2013"
8066,12144,"03 18, 2016"
11629,7189,"10 23, 2014"
5879,550,"05 20, 2013"
15147,14358,"05 21, 2017"
777,3914,"07 24, 2013"
316,1811,"11 10, 2016"
7782,10423,"10 27, 2013"
11044,6528,"11 11, 2013"
129,12,"08 15, 2017"
4217,1654,"06 1, 2014"
11737,2922,"01 13, 2017"
14142,9850,"12 25, 2016"
13901,14193,"04 10, 2015"
8521,3255,"05 29, 2014"
7588,10756,"09 29, 2014"
14378,12396,"02 5, 2016"
2427,14103,"03 13, 2018"
3981,14656,"02 8, 2014"
14503,14695,"02 21, 2018"
14582,13219,"08 30, 2012"
10899,3255,"12 16, 2014"
1061,6191,"10 28, 2015"
10066,3953,"07 10, 2014"
3357,5365,"06 26, 2015"
6696,6808,"06 29, 2017"
2393,2080,"02 2, 2016"
8742,1171,"08 17, 2013"
2041,123,"07 25, 2007"
4000,2077,"10 2, 2016"
12644,8311,"06 29, 2015"
9146,13005,"07 5, 2005"
13017,14632,"01 24, 2018"
7035,3229,"03 24, 2014"
816,1255,"04 19, 2015"
7675,879,"01 15, 2013"
13602,5309,"05 1, 2014"
5755,4656,"07 11, 2013"
13023,14424,"09 13, 2017"
10900,8057,"12 3, 2014"
10571,6909,"05 7, 2016"
2,3744,"08 22, 2015"
2555,157,"01 26, 2017"
5297,12337,"12 25, 2015"
10617,1955,"10 15, 2009"
12865,13245,"01 27, 2013"
8262,14674,"07 6, 2016"
5625,764,"07 29, 2014"
7281,4953,"11 6, 2012"
12559,11355,"03 16, 2015"
8421,1735,"03 7, 2016"
14129,11920,"12 3, 2016"
1122,6182,"07 20, 2017"
4222,1261,"07 26, 2013"
13916,5878,"02 17, 2016"
1959,3605,"01 27, 2010"
3551,206,"07 27, 2017"
9420,2589,"06 21, 2013"
3274,5348,"10 4, 2016"
13,1504,"09 27, 2001"
15078,12899,"09 26, 2017"
11915,13191,"01 14, 2014"
10327,7789,"07 30, 2014"
3620,6936,"05 4, 2015"
2249,9871,"07 16, 2017"
6032,1775,"01 17, 2014"
1046,5487,"06 18, 2016"
2073,2999,"03 9, 2013"
4418,8845,"04 5, 2017"
14666,9281,"10 22, 2015"
9988,12277,"08 30, 2015"
11213,2650,"04 15, 2017"
979,53,"08 26, 2003"
11963,3112,"11 1, 2014"
4161,5478,"07 22, 2015"
7613,9641,"01 23, 2015"
1572,7095,"02 8, 2017"
6411,1195,"10 13, 2013"
1127,9555,"07 21, 2014"
2853,11449,"07 9, 2014"
9825,9038,"02 27, 2016"
12021,13016,"09 3, 2014"
422,10933,"06 28, 2015"
1555,14806,"01 2, 2018"
1795,3697,"03 11, 2015"
6573,4274,"07 23, 2013"
8151,13497,"05 20, 2015"
1197,8442,"05 31, 2017"
10474,13773,"02 27, 2016"
375,16,"07 22, 2016"
12312,8739,"04 16, 2013"
3678,379,"03 23, 2017"
13046,14485,"11 20, 2017"
2161,13714,"09 18, 2014"
14408,12887,"04 23, 2017"
7645,12336,"11 24, 2015"
1745,4008,"11 20, 2011"
7646,13395,"09 11, 2014"
6055,11820,"10 7, 2015"
10382,1817,"01 28, 2016"
7616,4570,"09 4, 2014"
3727,6893,"01 22, 2015"
10167,4355,"03 19, 2015"
5889,3210,"09 8, 2016"
250,11,"07 19, 2016"
10615,11314,"10 9, 2017"
14973,12071,"10 2, 2016"
7853,4053,"03 14, 2015"
14981,8297,"11 4, 2016"
10737,7120,"12 3, 2017"
5474,4028,"11 29, 2013"
13357,10099,"01 19, 2013"
8824,5474,"05 28, 2015"
13023,12601,"09 21, 2016"
8330,12207,"11 8, 2016"
2074,5031,"05 23, 2015"
3375,11199,"02 17, 2014"
8276,7965,"03 5, 2014"
12805,14042,"08 15, 2014"
11807,9676,"09 19, 2014"
13591,10766,"07 1, 2013"
11985,10973,"06 6, 2017"
6411,1663,"02 4, 2015"
989,1314,"10 11, 2000"
11850,10923,"12 28, 2013"
8895,3692,"11 17, 2014"
12878,5505,"05 14, 2015"
7239,10724,"12 4, 2013"
9339,10912,"11 27, 2013"
3792,2124,"05 5, 2015"
6213,11366,"11 26, 2014"
10012,14906,"03 18, 2018"
5325,9716,"02 12, 2012"
8033,5447,"10 29, 2014"
4556,10464,"11 4, 2013"
3046,1761,"01 1, 2013"
14699,7171,"05 25, 2012"
8962,10413,"04 26, 2014"
4186,1408,"06 11, 2016"
4767,12285,"11 1, 2015"
90,14233,"06 26, 2016"
3568,8824,"06 7, 2017"
13520,7462,"04 15, 2017"
755,2300,"07 7, 2003"
7572,9240,"10 1, 2013"
5453,7581,"10 6, 2014"
9289,12825,"04 29, 2017"
11104,13158,"10 6, 2014"
8107,2596,"04 3, 2014"
13687,13488,"01 7, 2017"
9645,7965,"03 15, 2014"
10005,10355,"04 11, 2012"
7224,12194,"03 6, 2017"
405,1974,"01 16, 2016"
7891,12145,"09 1, 2015"
4778,1734,"03 30, 2017"
6416,1003,"03 19, 2016"
273,1763,"07 13, 2008"
8267,14657,"05 19, 2016"
287,1667,"06 1, 2014"
2075,4390,"11 28, 2012"
985,2566,"12 31, 2007"
1515,3828,"07 1, 2016"
8137,6264,"12 15, 2012"
12661,3847,"03 21, 2017"
2851,2216,"09 30, 2015"
8174,11643,"10 21, 2016"
12912,5547,"11 14, 2015"
2911,1851,"08 17, 2013"
8950,13450,"01 13, 2018"
1108,6080,"11 9, 2015"
5302,761,"08 25, 2014"
111,6925,"05 31, 2015"
13141,13345,"05 26, 2014"
14756,7532,"04 24, 2016"
1502,5381,"03 17, 2014"
1875,1086,"01 12, 2017"
8485,14058,"01 11, 2017"
1351,7580,"11 30, 2014"
6340,2513,"02 14, 2013"
13413,12847,"07 16, 2017"
9131,10803,"07 25, 2013"
1704,3810,"04 3, 2013"
7587,10413,"02 15, 2013"
4964,13074,"04 30, 2015"
7574,13120,"10 17, 2015"
11298,6077,"02 21, 2017"
14579,7705,"04 20, 2016"
14361,14840,"07 9, 2015"
4505,11528,"10 4, 2014"
10726,6465,"05 23, 2014"
2075,10020,"04 3, 2017"
4548,318,"06 2, 2014"
9658,4946,"04 7, 2014"
9075,7782,"10 13, 2015"
11238,14251,"10 13, 2017"
5039,5322,"06 9, 2017"
11992,13360,"05 26, 2015"
7912,12430,"03 15, 2016"
7816,9453,"05 30, 2016"
8914,1206,"07 26, 2014"
10515,6909,"07 28, 2015"
6600,4370,"11 5, 2013"
6548,10928,"06 10, 2016"
14091,13382,"06 17, 2014"
1013,4113,"03 25, 2013"
6116,11131,"12 21, 2013"
2199,3810,"12 19, 2012"
1271,1264,"04 19, 2018"
6405,9493,"11 13, 2013"
13182,13489,"06 17, 2016"
3439,944,"01 27, 2016"
9597,7157,"08 5, 2012"
7290,13993,"01 21, 2017"
3295,5661,"12 8, 2013"
4264,4342,"09 19, 2016"
6695,7510,"09 2, 2014"
12770,12291,"02 18, 2018"
5235,422,"12 13, 2012"
13750,11901,"02 20, 2015"
6708,1664,"06 24, 2016"
6017,9808,"09 3, 2012"
757,1420,"02 16, 2001"
5159,7931,"05 29, 2014"
10987,6791,"04 29, 2015"
10489,13936,"07 18, 2014"
14462,11799,"12 13, 2014"
1583,3696,"09 3, 2007"
12792,11134,"06 1, 2014"
1983,1445,"07 29, 2017"
391,3027,"09 11, 2015"
8251,12820,"02 11, 2017"
844,2551,"09 2, 2010"
9375,7607,"07 8, 2014"
10846,2120,"05 9, 2013"
8517,2298,"04 4, 2000"
8134,8081,"11 11, 2014"
4510,9498,"10 1, 2014"
11539,8359,"07 19, 2016"
11878,9027,"02 5, 2016"
150,12,"09 16, 2016"
14551,6054,"03 1, 2016"
14022,10298,"12 22, 2014"
709,1237,"01 7, 2017"
3121,747,"03 4, 2014"
2156,9935,"04 28, 2017"
4568,8853,"07 24, 2016"
3400,3801,"12 15, 2015"
2583,1127,"01 11, 2014"
14241,11416,"01 2, 2018"
7495,3264,"04 27, 2014"
7181,11358,"01 9, 2017"
3412,1488,"08 2, 2016"
7169,918,"11 10, 2014"
2512,4653,"08 20, 2015"
12937,13890,"04 9, 2015"
2314,13315,"02 11, 2013"
736,142,"12 30, 2010"
7906,7435,"10 20, 2017"
13576,7857,"07 18, 2014"
8530,1853,"04 3, 2015"
1108,1239,"02 20, 2016"
5666,11930,"06 15, 2016"
8230,12762,"12 6, 2016"
3359,10787,"06 26, 2015"
14408,12934,"06 4, 2017"
15282,11854,"05 20, 2015"
2794,8813,"09 4, 2013"
2073,4869,"05 22, 2010"
7459,5005,"07 11, 2015"
8408,7553,"03 7, 2017"
495,4745,"03 12, 2002"
12283,3257,"07 26, 2016"
10467,5293,"07 9, 2010"
6446,5474,"04 1, 2010"
11131,6970,"10 31, 2015"
3359,14529,"02 5, 2018"
13105,4911,"06 7, 2013"
14414,9844,"04 20, 2016"
4173,6658,"07 23, 2015"
720,35,"10 17, 2017"
1923,4072,"04 21, 2014"
7424,10771,"06 26, 2013"
8368,2595,"03 29, 2016"
411,10599,"08 9, 2015"
5689,501,"05 12, 2016"
977,75,"12 14, 2004"
10588,9915,"06 14, 2016"
14059,12493,"09 17, 2016"
10516,1851,"07 21, 2015"
13746,13997,"07 20, 2016"
5385,8085,"05 9, 2016"
6686,7823,"12 23, 2012"
9205,4097,"10 24, 2014"
1904,1620,"01 30, 2018"
11990,10877,"08 3, 2013"
3680,10676,"05 27, 2017"
14670,14700,"07 23, 2017"
6811,737,"05 3, 2016"
976,1155,"02 24, 2006"
13204,10252,"04 21, 2015"
10627,7185,"03 19, 2009"
5051,2648,"12 5, 2015"
8286,10724,"12 16, 2013"
7626,14734,"10 7, 2014"
5514,12909,"09 1, 2017"
9788,4903,"04 23, 2013"
14161,10637,"06 17, 2013"
859,3577,"08 16, 2008"
1529,3104,"11 29, 2014"
2314,3520,"03 21, 2017"
8042,14791,"02 16, 2015"
4653,4251,"11 8, 2013"
15114,14060,"08 23, 2015"
8446,7703,"02 6, 2017"
14191,10067,"11 19, 2013"
14653,6527,"05 23, 2016"
3450,197,"02 4, 2017"
3573,5237,"02 24, 2015"
14232,12336,"11 19, 2015"
1720,1851,"08 13, 2014"
11855,4937,"05 11, 2014"
13130,4516,"05 19, 2015"
6136,616,"05 8, 2013"
3671,5273,"04 8, 2017"
2616,1838,"12 13, 2014"
15018,11687,"03 15, 2016"
6326,7296,"12 11, 2016"
12493,15160,"04 16, 2014"
3720,10586,"04 1, 2018"
1155,10299,"03 13, 2014"
4029,1768,"02 3, 2017"
1809,4375,"04 7, 2013"
13428,9519,"07 11, 2015"
11902,9141,"01 23, 2015"
4328,1811,"02 2, 2015"
3808,7143,"08 20, 2015"
970,255,"06 16, 2009"
10525,11654,"05 9, 2018"
7456,4311,"01 11, 2013"
248,1412,"12 28, 2010"
1142,8936,"01 1, 2014"
11080,14144,"05 29, 2012"
3953,10308,"05 25, 2015"
8378,12404,"02 1, 2016"
4716,2493,"08 23, 2008"
1241,2701,"01 19, 2016"
10081,9166,"10 12, 2014"
446,2574,"09 13, 2013"
3388,4904,"03 4, 2013"
1895,1638,"07 21, 2015"
956,4061,"05 4, 2013"
3311,11940,"02 23, 2016"
2127,9847,"10 19, 2014"
8185,12347,"10 7, 2016"
797,4561,"02 7, 2017"
11667,6130,"09 26, 2014"
4457,1340,"11 7, 2013"
11092,7123,"11 18, 2013"
12853,6549,"06 13, 2017"
8555,14112,"02 21, 2018"
8220,11655,"04 26, 2017"
12982,4047,"04 29, 2003"
3368,11799,"11 24, 2014"
15173,12953,"07 23, 2017"
5675,503,"10 20, 2014"
4885,5507,"07 16, 2015"
9141,6033,"06 2, 2013"
8515,8129,"06 10, 2016"
5554,6828,"05 21, 2013"
7287,14803,"03 25, 2014"
2317,10113,"03 9, 2015"
7488,8265,"07 22, 2016"
13298,11432,"04 30, 2016"
6168,11592,"11 18, 2016"
7603,1507,"04 11, 2014"
11817,3060,"04 4, 2016"
2166,335,"01 18, 2014"
7828,8989,"08 10, 2014"
7327,11348,"08 23, 2014"
1219,10626,"10 12, 2014"
1123,4114,"10 14, 2015"
6633,4866,"01 12, 2013"
65,1253,"10 16, 2004"
13072,14073,"07 6, 2017"
4562,5662,"04 21, 2014"
5926,4790,"09 14, 2011"
5536,13253,"06 26, 2014"
4797,3584,"10 7, 2011"
6691,893,"11 9, 2015"
8515,14183,"10 25, 2017"
5002,6841,"11 1, 2013"
4323,9762,"05 8, 2014"
5065,4138,"01 15, 2018"
797,10400,"01 19, 2014"
937,4131,"06 21, 2016"
11548,2724,"08 13, 2013"
574,7274,"10 21, 2014"
5685,11632,"02 9, 2016"
2512,10414,"08 28, 2011"
3975,9783,"11 1, 2012"
12739,5632,"10 23, 2013"
3000,8183,"06 1, 2015"
14667,14587,"07 14, 2017"
1958,9142,"05 31, 2011"
10546,4941,"09 14, 2014"
3936,403,"03 4, 2015"
9587,13678,"11 19, 2016"
8450,10064,"05 2, 2016"
7661,11378,"06 2, 2014"
13964,7348,"10 25, 2014"
7732,5343,"11 21, 2016"
5824,9683,"04 11, 2011"
6657,8245,"06 14, 2015"
13717,13290,"11 17, 2014"
7618,4424,"12 17, 2013"
14949,14484,"10 23, 2017"
3830,10360,"11 21, 2016"
12559,10355,"03 13, 2014"
1445,5090,"05 6, 2013"
11327,14054,"10 9, 2016"
11803,15022,"05 13, 2015"
12547,10452,"05 15, 2015"
9235,10488,"06 16, 2015"
4840,8733,"03 15, 2015"
10000,4116,"05 15, 2017"
5458,13433,"05 9, 2018"
9129,4908,"10 20, 2014"
132,10988,"09 1, 2017"
4492,7033,"05 19, 2016"
14093,5585,"08 6, 2013"
14953,14700,"07 7, 2017"
5531,2712,"08 21, 2014"
7893,2805,"03 19, 2014"
14564,8224,"06 3, 2015"
14214,7961,"03 5, 2014"
3821,3163,"11 24, 2016"
8361,9027,"07 13, 2015"
4227,11633,"03 15, 2018"
9372,1346,"03 8, 2015"
2853,11544,"11 12, 2014"
14802,7638,"08 23, 2014"
763,13239,"10 2, 2014"
6082,4217,"06 19, 2014"
3484,200,"03 12, 2014"
14789,12312,"01 31, 2017"
1295,15076,"12 16, 2015"
943,7596,"08 30, 2014"
4604,3191,"01 1, 2015"
4089,7410,"09 10, 2015"
11806,11184,"06 2, 2014"
14162,14785,"08 24, 2015"
10437,4411,"04 13, 2014"
10793,7077,"09 7, 2017"
6146,1744,"04 14, 2014"
8267,11526,"05 4, 2015"
5954,2420,"10 22, 2012"
3524,8854,"11 21, 2016"
15109,9757,"03 26, 2017"
5293,9899,"02 3, 2013"
5465,13595,"10 28, 2016"
10939,13030,"05 18, 2013"
14241,14463,"12 9, 2017"
14955,8369,"02 2, 2017"
2948,667,"02 12, 2013"
8985,1235,"03 14, 2018"
9745,1502,"06 13, 2015"
754,57,"01 29, 2004"
13990,8115,"01 31, 2017"
3008,10382,"10 20, 2012"
4080,1213,"07 25, 2015"
3016,8250,"12 2, 2014"
2579,2581,"12 1, 2014"
3290,9269,"04 19, 2016"
9574,12597,"10 16, 2016"
13302,14883,"05 14, 2015"
13441,10064,"02 5, 2015"
5259,7573,"04 4, 2013"
10724,6354,"11 11, 2017"
13395,10835,"09 13, 2015"
10588,7070,"08 13, 2017"
10547,3692,"01 1, 2014"
689,2844,"05 3, 2017"
6258,4358,"11 13, 2014"
8905,3732,"12 31, 2016"
73,2773,"04 5, 2002"
13853,8614,"07 4, 2017"
12507,5795,"12 18, 2014"
3973,13264,"02 2, 2016"
8138,7797,"09 20, 2014"
7095,10832,"12 8, 2013"
1361,13441,"04 28, 2016"
1703,7811,"07 5, 2013"
1337,2313,"11 26, 2014"
3987,248,"10 23, 2015"
7942,9533,"06 8, 2016"
1378,71,"03 31, 2013"
5017,9500,"11 3, 2015"
13412,12683,"01 16, 2017"
3160,3080,"08 26, 2014"
8889,1858,"12 30, 2007"
9883,7598,"11 26, 2011"
2406,9723,"05 14, 2014"
8962,2542,"04 13, 2013"
968,2650,"12 1, 2014"
2575,10661,"10 21, 2015"
1697,10329,"03 2, 2014"
9101,1999,"09 25, 2015"
5497,4946,"04 23, 2014"
13383,11590,"01 26, 2018"
9305,10829,"11 27, 2017"
1175,9740,"03 13, 2012"
11754,11802,"12 15, 2012"
4694,4899,"09 11, 2015"
7104,9529,"10 19, 2016"
2575,6729,"01 3, 2015"
6913,2649,"03 6, 2018"
2018,2514,"03 19, 2014"
12850,10606,"07 14, 2013"
6515,9703,"06 1, 2016"
14616,6569,"08 1, 2017"
7612,11131,"06 13, 2014"
3619,1289,"09 25, 2009"
15078,13518,"02 15, 2017"
12394,9797,"03 29, 2013"
1955,2866,"07 28, 2011"
13883,11168,"11 12, 2014"
4445,425,"02 10, 2013"
11997,8011,"01 30, 2016"
6113,10171,"03 22, 2012"
5184,13181,"06 16, 2014"
3606,423,"05 3, 2015"
5889,10142,"09 22, 2015"
3309,10536,"01 11, 2015"
7736,9654,"11 8, 2016"
2541,2676,"02 14, 2018"
5669,9317,"04 22, 2015"
6052,3255,"08 5, 2014"
12219,9650,"03 28, 2017"
5883,10335,"05 27, 2013"
11607,12235,"01 7, 2017"
1212,1738,"05 30, 2016"
7327,7891,"03 30, 2014"
5683,500,"07 14, 2016"
310,6910,"05 6, 2008"
2226,4979,"05 31, 2011"
12632,7735,"04 11, 2016"
2302,1444,"04 16, 2013"
7054,13612,"06 6, 2015"
4604,4324,"08 15, 2014"
14806,10064,"06 3, 2015"
1155,14885,"07 13, 2013"
8563,13632,"12 4, 2017"
14119,10600,"12 8, 2014"
797,8662,"11 9, 2013"
12705,9800,"01 19, 2017"
13969,13537,"08 23, 2016"
2335,5303,"01 31, 2008"
4909,2479,"11 11, 2015"
8251,11431,"05 30, 2014"
3590,9166,"04 24, 2010"
11168,4217,"01 18, 2014"
5302,12771,"10 15, 2017"
3880,245,"01 20, 2005"
12520,5510,"06 27, 2013"
910,3565,"02 16, 2004"
6197,8581,"01 8, 2015"
8543,14660,"10 2, 2014"
856,2125,"12 30, 2013"
2367,2917,"11 4, 2015"
11483,7276,"09 25, 2015"
5546,7847,"04 15, 2012"
11016,6338,"05 29, 2009"
13803,10634,"01 26, 2015"
2761,9218,"05 3, 2016"
13304,10027,"03 14, 2013"
4814,11118,"11 13, 2014"
5339,875,"10 29, 2014"
2119,2058,"03 3, 2011"
1184,135,"12 18, 2014"
12453,10591,"11 15, 2013"
479,1137,"12 11, 2003"
6110,2543,"12 21, 2012"
2255,4798,"04 20, 2016"
14699,10038,"10 2, 2014"
3431,826,"08 8, 2014"
2018,2513,"08 29, 2013"
11864,11325,"04 5, 2014"
13822,14310,"09 26, 2017"
12598,5674,"12 30, 2014"
14129,12322,"04 21, 2018"
3047,3805,"11 2, 2016"
4249,2630,"07 15, 2017"
1030,14845,"02 2, 2017"
10582,5237,"09 1, 2014"
2739,14015,"08 8, 2017"
9649,9954,"09 6, 2013"
8395,1050,"01 30, 2016"
12053,10836,"09 7, 2014"
8138,10466,"03 29, 2015"
4966,9829,"01 23, 2015"
2512,1165,"01 7, 2017"
2283,3616,"06 28, 2014"
5944,868,"11 25, 2014"
7519,10872,"08 13, 2013"
3491,4207,"02 20, 2018"
13439,11607,"12 27, 2015"
12140,10539,"04 6, 2016"
13150,4362,"03 15, 2014"
5839,2647,"08 5, 2017"
15049,13983,"07 23, 2016"
7812,932,"03 20, 2016"
2984,8952,"01 20, 2012"
8775,10893,"11 23, 2015"
6239,3206,"09 6, 2016"
2206,394,"04 11, 2003"
6616,7535,"02 9, 2016"
11403,9315,"03 17, 2018"
5933,4723,"05 5, 2013"
1888,10934,"12 7, 2013"
11382,5611,"08 14, 2013"
5550,2065,"10 9, 2011"
13991,5897,"05 19, 2015"
2702,1198,"08 26, 2015"
10653,6994,"12 28, 2012"
13172,10664,"06 24, 2013"
1263,1412,"10 4, 2011"
14138,13931,"07 14, 2014"
7506,868,"12 3, 2014"
2210,2430,"06 23, 2014"
10737,6964,"09 19, 2011"
110,4086,"08 15, 2015"
10805,11631,"05 8, 2017"
7899,4114,"10 11, 2015"
249,4171,"10 31, 2017"
13684,7965,"02 23, 2014"
12161,7962,"09 18, 2014"
12730,5930,"04 13, 2018"
3889,1328,"02 22, 2018"
6515,13556,"04 21, 2017"
6283,8876,"09 25, 2011"
15039,14401,"08 14, 2017"
1997,8965,"01 20, 2013"
14172,10143,"03 19, 2015"
12663,12664,"02 3, 2018"
8270,8170,"07 6, 2016"
8197,1009,"03 6, 2016"
6459,11767,"10 30, 2014"
6420,5372,"01 4, 2017"
14785,7603,"06 10, 2017"
1129,13899,"02 26, 2017"
2992,7124,"11 22, 2014"
2343,8338,"09 26, 2015"
6375,654,"04 29, 2015"
11253,2750,"03 30, 2016"
5409,12592,"04 20, 2018"
10414,1815,"05 17, 2012"
12596,11160,"02 1, 2015"
1542,9958,"08 18, 2014"
10380,5007,"12 15, 2012"
7622,7953,"10 25, 2013"
6347,5021,"04 3, 2014"
7238,896,"03 5, 2014"
732,14885,"09 6, 2012"
366,26,"07 2, 2002"
12543,7899,"08 10, 2015"
3720,5162,"04 3, 2018"
13647,9627,"04 13, 2014"
8558,6826,"12 6, 2014"
8121,4148,"09 14, 2017"
11124,13305,"05 4, 2017"
11927,10917,"08 6, 2017"
3078,1715,"08 29, 2017"
8258,14026,"01 16, 2018"
9419,7276,"03 20, 2017"
11469,4087,"04 27, 2014"
11304,12568,"06 7, 2017"
1604,1404,"06 14, 2015"
10687,2630,"09 18, 2014"
2943,11750,"09 22, 2014"
5715,7217,"01 27, 2017"
5166,412,"04 23, 2017"
326,905,"04 27, 2016"
3970,11168,"10 9, 2016"
6282,2624,"01 13, 2015"
1348,4021,"12 31, 2010"
6636,5007,"02 4, 2015"
14983,12623,"11 16, 2016"
2698,6470,"01 21, 2013"
652,6209,"09 5, 2014"
8967,6441,"06 12, 2013"
10491,9198,"07 16, 2013"
2709,10928,"12 20, 2013"
14102,15203,"03 8, 2013"
23,4588,"07 5, 2001"
1411,1996,"11 12, 2012"
31,3124,"12 21, 2012"
9716,13324,"07 14, 2013"
923,6943,"01 6, 2014"
714,7324,"01 12, 2015"
3491,5219,"04 24, 2018"
3536,2578,"09 30, 2016"
15334,14078,"02 22, 2017"
351,3656,"01 27, 2002"
9507,5336,"01 24, 2015"
7885,916,"06 25, 2016"
5685,11691,"07 12, 2015"
5514,4438,"07 5, 2012"
10673,14471,"09 16, 2016"
12701,10452,"11 22, 2014"
10409,2135,"12 7, 2012"
15087,12430,"04 2, 2016"
2871,7322,"04 4, 2012"
6432,672,"01 27, 2015"
9648,9211,"10 22, 2013"
10421,1902,"11 24, 2014"
7803,15189,"08 8, 2017"
10021,2256,"06 9, 2016"
10815,7276,"04 11, 2018"
3325,2569,"06 4, 2014"
303,1420,"04 18, 2000"
10228,5327,"02 1, 2017"
5210,5314,"01 27, 2017"
